scenario_id,test_expectation,error_scenario_code,invoice_number,invoice_date,invoice_type_code,invoice_currency_code,invoice_transaction_type_code,payment_due_date,business_process_type,specification_identifier,payment_means_type_code,seller_name,seller_electronic_address,seller_electronic_identifier,seller_legal_registration_identifier,seller_legal_registration_identifier_type,seller_tax_registration_identifier,seller_tax_scheme_code,seller_address_line_1,seller_city,seller_country_subdivision,seller_country_code,buyer_name,buyer_electronic_address,buyer_electronic_identifier,buyer_legal_registration_identifier,buyer_legal_registration_identifier_type,buyer_address_line_1,buyer_city,buyer_country_subdivision,buyer_country_code,sum_of_invoice_line_net_amount,invoice_total_amount_without_tax,invoice_total_tax_amount,invoice_total_amount_with_tax,amount_due_for_payment,tax_category_taxable_amount,tax_category_tax_amount,tax_category_code,tax_category_rate,invoice_line_identifier,invoiced_quantity,unit_of_measure_code,invoice_line_net_amount,item_net_price,item_gross_price,item_price_base_quantity,invoiced_item_tax_category_code,invoiced_item_tax_rate,vat_line_amount_in_aed,invoice_line_amount_in_aed,item_name,item_description
,expected_pass,,INV-2026-000028,2026-07-17,380,AED,388,2026-08-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3207,9086468982,0235,LIC-8014792,TRADE_LICENSE,"Office 218, Business District",Dubai,SH,AE,7350.00,7350.00,367.50,7717.50,7717.50,7350.00,367.50,S,5.00,2,11.000,EA,3850.00,350.00,367.50,1.000,S,5.00,192.50,4042.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000028,2026-07-17,380,AED,388,2026-08-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3207,9086468982,0235,LIC-8014792,TRADE_LICENSE,"Office 218, Business District",Dubai,SH,AE,7350.00,7350.00,367.50,7717.50,7717.50,7350.00,367.50,S,5.00,3,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000028,2026-07-17,380,AED,388,2026-08-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3207,9086468982,0235,LIC-8014792,TRADE_LICENSE,"Office 218, Business District",Dubai,SH,AE,7350.00,7350.00,367.50,7717.50,7717.50,7350.00,367.50,S,5.00,4,2.000,EA,700.00,350.00,367.50,1.000,S,5.00,35.00,735.00,Software Subscription,Annual SaaS subscription
SCN-000035,expected_pass,,INV-2026-000029,2026-11-05,380,AED,388,2026-11-12,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4782,5038749427,0235,LIC-9611608,TRADE_LICENSE,"Office 86, Business District",Dubai,AZ,AE,2800.00,2800.00,140.00,2940.00,2940.00,2800.00,140.00,S,5.00,1,8.000,EA,2800.00,350.00,367.50,1.000,S,5.00,140.00,2940.00,Software Subscription,Annual SaaS subscription
SCN-000036,expected_pass,,INV-2026-000030,2026-12-09,380,AED,388,2027-01-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6529,4639938287,0235,LIC-5182880,TRADE_LICENSE,"Office 231, Business District",Abu Dhabi,AJ,AE,4100.00,4100.00,70.00,4170.00,4170.00,2700.00,0.00,E,0.00,1,6.000,EA,2700.00,450.00,450.00,1.000,E,0.00,0.00,2700.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000030,2026-12-09,380,AED,388,2027-01-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6529,4639938287,0235,LIC-5182880,TRADE_LICENSE,"Office 231, Business District",Abu Dhabi,AJ,AE,4100.00,4100.00,70.00,4170.00,4170.00,1400.00,70.00,S,5.00,2,4.000,EA,1400.00,350.00,367.50,1.000,S,5.00,70.00,1470.00,Software Subscription,Annual SaaS subscription
SCN-000037,expected_pass,,INV-2026-000031,2026-03-04,380,AED,388,2026-04-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6595,9683531462,0235,LIC-8504242,TRADE_LICENSE,"Office 127, Business District",Abu Dhabi,AJ,AE,13800.00,13800.00,330.00,14130.00,14130.00,7200.00,0.00,E,0.00,1,12.000,EA,5400.00,450.00,450.00,1.000,E,0.00,0.00,5400.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000031,2026-03-04,380,AED,388,2026-04-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6595,9683531462,0235,LIC-8504242,TRADE_LICENSE,"Office 127, Business District",Abu Dhabi,AJ,AE,13800.00,13800.00,330.00,14130.00,14130.00,6600.00,330.00,S,5.00,2,12.000,EA,6000.00,500.00,525.00,1.000,S,5.00,300.00,6300.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000031,2026-03-04,380,AED,388,2026-04-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6595,9683531462,0235,LIC-8504242,TRADE_LICENSE,"Office 127, Business District",Abu Dhabi,AJ,AE,13800.00,13800.00,330.00,14130.00,14130.00,6600.00,330.00,S,5.00,3,2.000,EA,600.00,300.00,315.00,1.000,S,5.00,30.00,630.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000031,2026-03-04,380,AED,388,2026-04-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6595,9683531462,0235,LIC-8504242,TRADE_LICENSE,"Office 127, Business District",Abu Dhabi,AJ,AE,13800.00,13800.00,330.00,14130.00,14130.00,7200.00,0.00,E,0.00,4,4.000,EA,1800.00,450.00,450.00,1.000,E,0.00,0.00,1800.00,Insurance Service,Business insurance fee
SCN-000038,expected_pass,,INV-2026-000032,2026-05-25,380,AED,388,2026-06-01,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6014,5115866853,0235,LIC-6869113,TRADE_LICENSE,"Office 85, Business District",Abu Dhabi,SH,AE,1550.00,1550.00,10.00,1560.00,1560.00,1350.00,0.00,E,0.00,1,3.000,EA,1350.00,450.00,450.00,1.000,E,0.00,0.00,1350.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000032,2026-05-25,380,AED,388,2026-06-01,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6014,5115866853,0235,LIC-6869113,TRADE_LICENSE,"Office 85, Business District",Abu Dhabi,SH,AE,1550.00,1550.00,10.00,1560.00,1560.00,200.00,10.00,S,5.00,2,1.000,HUR,200.00,200.00,210.00,1.000,S,5.00,10.00,210.00,Consulting Hours,ERP tax configuration support
SCN-000039,expected_pass,,INV-2026-000033,2026-07-22,380,AED,388,2026-08-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 3905,5231743558,0235,REG-820077,BUSINESS_REG,190 Commerce Street,Riyadh,RI,SA,1500.00,1500.00,0.00,1500.00,1500.00,1500.00,0.00,Z,0.00,1,5.000,EA,1500.00,300.00,300.00,1.000,Z,0.00,0.00,1500.00,Export Documentation,Cross-border service documentation
SCN-000040,expected_pass,,INV-2026-000034,2026-08-15,380,AED,388,2026-09-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5269,1315734187,0235,LIC-5758281,TRADE_LICENSE,"Office 86, Business District",Dubai,DU,AE,300.00,300.00,15.00,315.00,315.00,300.00,15.00,S,5.00,1,1.000,EA,300.00,300.00,315.00,1.000,S,5.00,15.00,315.00,Export Documentation,Cross-border service documentation
SCN-000041,expected_pass,,INV-2026-000035,2026-02-18,380,AED,388,2026-03-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9021,3742222969,0235,LIC-6072544,TRADE_LICENSE,"Office 237, Business District",Abu Dhabi,AJ,AE,2200.00,2200.00,110.00,2310.00,2310.00,2200.00,110.00,S,5.00,1,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000035,2026-02-18,380,AED,388,2026-03-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9021,3742222969,0235,LIC-6072544,TRADE_LICENSE,"Office 237, Business District",Abu Dhabi,AJ,AE,2200.00,2200.00,110.00,2310.00,2310.00,2200.00,110.00,S,5.00,2,9.000,HUR,1800.00,200.00,210.00,1.000,S,5.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
SCN-000042,expected_pass,,INV-2026-000036,2026-08-29,380,AED,388,2026-09-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 7934,8930084000,0235,REG-347078,BUSINESS_REG,466 Commerce Street,Muscat,MU,OM,3300.00,3300.00,90.00,3390.00,3390.00,1800.00,90.00,S,5.00,1,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000036,2026-08-29,380,AED,388,2026-09-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 7934,8930084000,0235,REG-347078,BUSINESS_REG,466 Commerce Street,Muscat,MU,OM,3300.00,3300.00,90.00,3390.00,3390.00,1800.00,90.00,S,5.00,2,7.000,HUR,1400.00,200.00,210.00,1.000,S,5.00,70.00,1470.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000036,2026-08-29,380,AED,388,2026-09-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 7934,8930084000,0235,REG-347078,BUSINESS_REG,466 Commerce Street,Muscat,MU,OM,3300.00,3300.00,90.00,3390.00,3390.00,1500.00,0.00,Z,0.00,3,5.000,EA,1500.00,300.00,300.00,1.000,Z,0.00,0.00,1500.00,Export Documentation,Cross-border service documentation
SCN-000043,expected_fail,NEG01_FIELD_11_BAD_TIN,INV-2026-000037,2026-11-16,380,AED,388,2026-12-01,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,100987654,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1385,6943485763,0235,LIC-3921378,TRADE_LICENSE,"Office 119, Business District",Abu Dhabi,AZ,AE,4200.00,4200.00,210.00,4410.00,4410.00,4200.00,210.00,S,5.00,1,12.000,EA,4200.00,350.00,367.50,1.000,S,5.00,210.00,4410.00,Software Subscription,Annual SaaS subscription
SCN-000044,expected_pass,,INV-2026-000038,2026-11-27,380,AED,388,2026-12-04,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5523,2516145646,0235,LIC-6050153,TRADE_LICENSE,"Office 50, Business District",Dubai,SH,AE,300.00,300.00,15.00,315.00,315.00,300.00,15.00,S,5.00,1,1.000,EA,300.00,300.00,315.00,1.000,S,5.00,15.00,315.00,Export Documentation,Cross-border service documentation
SCN-000045,expected_pass,,INV-2026-000039,2026-12-17,380,AED,388,2027-01-16,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6332,9326185744,0235,LIC-5942853,TRADE_LICENSE,"Office 50, Business District",Dubai,AZ,AE,4500.00,4500.00,0.00,4500.00,4500.00,4500.00,0.00,E,0.00,1,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
SCN-000046,expected_pass,,INV-2026-000040,2026-10-15,380,AED,388,2026-10-30,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1898,7086773696,0235,LIC-5381764,TRADE_LICENSE,"Office 91, Business District",Dubai,SH,AE,7600.00,7600.00,380.00,7980.00,7980.00,7600.00,380.00,S,5.00,1,6.000,EA,2100.00,350.00,367.50,1.000,S,5.00,105.00,2205.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000040,2026-10-15,380,AED,388,2026-10-30,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1898,7086773696,0235,LIC-5381764,TRADE_LICENSE,"Office 91, Business District",Dubai,SH,AE,7600.00,7600.00,380.00,7980.00,7980.00,7600.00,380.00,S,5.00,2,11.000,EA,5500.00,500.00,525.00,1.000,S,5.00,275.00,5775.00,Hardware Accessory Kit,Network accessories bundle
SCN-000047,expected_pass,,INV-2026-000041,2026-04-23,380,AED,388,2026-05-23,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2304,7450068413,0235,LIC-1458283,TRADE_LICENSE,"Office 223, Business District",Dubai,AZ,AE,1050.00,1050.00,52.50,1102.50,1102.50,1050.00,52.50,S,5.00,1,3.000,EA,1050.00,350.00,367.50,1.000,S,5.00,52.50,1102.50,Software Subscription,Annual SaaS subscription
SCN-000048,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000042,2026-01-30,380,AED,388,2026-02-14,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9374,2338741434,0235,LIC-7327612,TRADE_LICENSE,"Office 43, Business District",Abu Dhabi,AZ,AE,3100.00,3000.00,150.00,3150.00,3150.00,3000.00,150.00,S,5.00,1,10.000,EA,3000.00,300.00,315.00,1.000,S,5.00,150.00,3150.00,Export Documentation,Cross-border service documentation
SCN-000049,expected_pass,,INV-2026-000043,2026-07-11,380,AED,388,2026-07-26,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2778,6613051657,0235,LIC-5737301,TRADE_LICENSE,"Office 106, Business District",Dubai,DU,AE,3550.00,3550.00,177.50,3727.50,3727.50,3550.00,177.50,S,5.00,1,6.000,EA,1800.00,300.00,315.00,1.000,S,5.00,90.00,1890.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000043,2026-07-11,380,AED,388,2026-07-26,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 2778,6613051657,0235,LIC-5737301,TRADE_LICENSE,"Office 106, Business District",Dubai,DU,AE,3550.00,3550.00,177.50,3727.50,3727.50,3550.00,177.50,S,5.00,2,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
SCN-000050,expected_pass,,INV-2026-000044,2026-10-13,380,AED,388,2026-10-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8768,8729633558,0235,LIC-7607690,TRADE_LICENSE,"Office 54, Business District",Abu Dhabi,AZ,AE,1200.00,1200.00,60.00,1260.00,1260.00,1200.00,60.00,S,5.00,1,6.000,HUR,1200.00,200.00,210.00,1.000,S,5.00,60.00,1260.00,Consulting Hours,ERP tax configuration support
SCN-000051,expected_pass,,INV-2026-000045,2026-08-30,380,AED,388,2026-09-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8162,2256780561,0235,LIC-8502510,TRADE_LICENSE,"Office 117, Business District",Dubai,SH,AE,1800.00,1800.00,90.00,1890.00,1890.00,1800.00,90.00,S,5.00,1,9.000,HUR,1800.00,200.00,210.00,1.000,S,5.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
SCN-000052,expected_pass,,INV-2026-000046,2026-01-21,380,AED,388,2026-02-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6863,5122699031,0235,LIC-5093269,TRADE_LICENSE,"Office 91, Business District",Abu Dhabi,SH,AE,3400.00,3400.00,170.00,3570.00,3570.00,3400.00,170.00,S,5.00,1,4.000,EA,1400.00,350.00,367.50,1.000,S,5.00,70.00,1470.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000046,2026-01-21,380,AED,388,2026-02-05,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6863,5122699031,0235,LIC-5093269,TRADE_LICENSE,"Office 91, Business District",Abu Dhabi,SH,AE,3400.00,3400.00,170.00,3570.00,3570.00,3400.00,170.00,S,5.00,2,10.000,HUR,2000.00,200.00,210.00,1.000,S,5.00,100.00,2100.00,Consulting Hours,ERP tax configuration support
SCN-000053,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000047,2026-05-17,380,AED,388,2026-05-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7594,9251634242,0235,LIC-1658540,TRADE_LICENSE,"Office 239, Business District",Abu Dhabi,AZ,AE,10150.00,10050.00,232.50,10282.50,10282.50,4650.00,232.50,S,5.00,1,12.000,EA,3600.00,300.00,315.00,1.000,S,5.00,180.00,3780.00,Export Documentation,Cross-border service documentation
,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000047,2026-05-17,380,AED,388,2026-05-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7594,9251634242,0235,LIC-1658540,TRADE_LICENSE,"Office 239, Business District",Abu Dhabi,AZ,AE,10150.00,10050.00,232.50,10282.50,10282.50,5400.00,0.00,E,0.00,2,7.000,EA,3150.00,450.00,450.00,1.000,E,0.00,0.00,3150.00,Insurance Service,Business insurance fee
,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000047,2026-05-17,380,AED,388,2026-05-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7594,9251634242,0235,LIC-1658540,TRADE_LICENSE,"Office 239, Business District",Abu Dhabi,AZ,AE,10150.00,10050.00,232.50,10282.50,10282.50,4650.00,232.50,S,5.00,3,3.000,EA,1050.00,350.00,367.50,1.000,S,5.00,52.50,1102.50,Software Subscription,Annual SaaS subscription
,expected_fail,NEG06_TOTAL_MISMATCH,INV-2026-000047,2026-05-17,380,AED,388,2026-05-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7594,9251634242,0235,LIC-1658540,TRADE_LICENSE,"Office 239, Business District",Abu Dhabi,AZ,AE,10150.00,10050.00,232.50,10282.50,10282.50,5400.00,0.00,E,0.00,4,5.000,EA,2250.00,450.00,450.00,1.000,E,0.00,0.00,2250.00,Insurance Service,Business insurance fee
SCN-000054,expected_pass,,INV-2026-000048,2026-09-02,380,AED,388,2026-09-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7202,6889566386,0235,LIC-3273187,TRADE_LICENSE,"Office 88, Business District",Abu Dhabi,AZ,AE,8700.00,8700.00,300.00,9000.00,9000.00,6000.00,300.00,S,5.00,1,9.000,EA,4500.00,500.00,525.00,1.000,S,5.00,225.00,4725.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000048,2026-09-02,380,AED,388,2026-09-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7202,6889566386,0235,LIC-3273187,TRADE_LICENSE,"Office 88, Business District",Abu Dhabi,AZ,AE,8700.00,8700.00,300.00,9000.00,9000.00,6000.00,300.00,S,5.00,2,5.000,EA,1500.00,300.00,315.00,1.000,S,5.00,75.00,1575.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000048,2026-09-02,380,AED,388,2026-09-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 7202,6889566386,0235,LIC-3273187,TRADE_LICENSE,"Office 88, Business District",Abu Dhabi,AZ,AE,8700.00,8700.00,300.00,9000.00,9000.00,2700.00,0.00,E,0.00,3,6.000,EA,2700.00,450.00,450.00,1.000,E,0.00,0.00,2700.00,Insurance Service,Business insurance fee
